2022,"[Death and disappearance at border crossings: factualization devices and truth(s) accounts, Morte e Desaparecimento nos passagem da fronteira: dispositivos de factualização e contas de verdade, Muerte y desaparición en los pasos fronterizos: dispositivos de factualización y relatos de verdad]","Lize P.D., Fischer A.R.",25729861,"Tapuya: Latin American Science, Technology and Society",5, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Application of PSVR-DNS Algorithm for Attacker Detection and Isolation","Pejic D., Krizanovic V., Zagar D.",13303651,"Tehnicki Vjesnik",29, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Automated question generation and question answering from Turkish texts","Akyon F.C., Cavusoglu D., Cengiz C., Altinuc S.O., Temizel A.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",30, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2022,"Using Learning Analytics for Analyzing Students’ Behavior in Online Learning","Zamfiroiu A., Sharma R.C., Constantinescu D., Pana M., Toma C.",12201766,"Studies in Informatics and Control",31, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"SYSTEMIC APPROACH IN THE DEVELOPMENT OF FUNCTIONAL FOODS FOR VARIOUS NONCOMMUNICABLE DISEASES","Chernukha I.M., Nikitina M.A., Aslanova M.A., Qusay A.T.",2414438X,"Theory and Practice of Meat Processing",7, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Artificial Intelligence-Powered Contactless Face Recognition Technique for Internet of Things Access for Smart Mobility","Hiremani N., Hasan M.K., Basavaraju T.G., Islam S., Alboaneen D., Alkayal E., Alharbi N.M., Mansor Z., Amanlou S.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Evaluating Attribution in Dialogue Systems: The BEGIN Benchmark","Dziri N., Rashkin H., Linzen T., Reitter D.",2307387X,"Transactions of the Association for Computational Linguistics",10, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6
2022,"Hyde: The First Open-Source, Python-Based, Gpu-Accelerated Hyperspectral Denoising Package","Coquelin D., Rasti B., Gotz M., Ghamisi P., Gloaguen R., Streit A.",21586276,"Workshop on Hyperspectral Image and Signal Processing, Evolution in Remote Sensing",2022-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
2022,"Design and Implementation of Interactive English Translation System in Internet of Things Auxiliary Information Processing","Hou Q., Zhang L.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"GelTip tactile sensor for dexterous manipulation in clutter","Gomes D.F., Luo S.",,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"[Characteristics of imported cases of Dengue fever and hemorrhagic Dengue fever in 2009-2019, Сравнительная характеристика завозных случаев классической и геморрагической форм лихорадки денге в 2009-2019 гг]","Sayfullin M.A., Zvereva N.N., Karan L.S., Grigoreva Y.E., Akinshina Y.A., Larichev V.F., Shamsheva O.V., Bazarova M.V., Smetanina S.V.",05074088,"Voprosy Virusologii",67, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"A Realistic Breast Phantom Proposal for 3D Image Reconstruction in Digital Breast Tomosynthesis","Polat A., Kumrular R.K.",15330346,"Technology in Cancer Research and Treatment",21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Research on Discourse Reconstruction Effect of Animated Film Cross-Cultural Communication Based on Machine Learning","Dai H., Lee J.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Factorization Q -Learning Initialization for Parameter Optimization in Cellular Networks","Zeng B., Zhong Y., Niu X., Tang J.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"A Novel Framework of Modelling, Control, and Simulation for Autonomous Quadrotor UAVs Utilizing Arduino Mega","Tran H.T., Tran D.L.T., Nguyen V.Q., Do H.T., Nguyen M.T.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Phycova - a tool for exploring covariates of pathogen spread","Blokker T., Baele G., Lemey P., Dellicour S.",20571577,"Virus Evolution",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Highlighting Current Issues in API Usage Mining to Enhance Software Reusability","Ishag M.I.M., Park H.W., Li D., Ryu K.H.",19918755,"WSEAS Transactions on Computer Research",10, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"The Rise of ""internet of Things"": Review and Open Research Issues Related to Detection and Prevention of IoT-Based Security Attacks","Shafiq M., Gu Z., Cheikhrouhou O., Alhakami W., Hamam H.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,31
2022,"Prototype Wireless Network for Internet of Things based on DECT Standard","Sinyavskiy I.V., Sorokin I.M., Sukhov A.M.",18213251,"Telfor Journal",14, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Case-Based Teaching for Python Language Under the Background of Big Data","Li F., Hu Y., Wang L.",17900832,"WSEAS Transactions on Information Science and Applications",19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Digital quantification of somatostatin receptor subtype 2a immunostaining: a validation study","Campana C., Van Koetsveld P.M., Feelders R.A., De Herder W.W., Iyer A.M., Van Velthuysen M.-L.F., Veenstra M.J., Van Den Dungen E.S.R., Franck S.E., Ferone D., Gatto F., Hofland L.J.",00214787,"Yosetsu Gakkai Shi/Journal of the Japan Welding Society",187, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
2022,"Modeling the Dynamics of Lahars that Originate as Landslides on the West Side of Mount Rainier, Washington","George D.L., Iverson R.M., Cannon C.M.",01961497,"US Geological Survey Open-File Report",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"[ANDEAN PRE-HISPANIC POTTERY FORMING 3D ANALYSIS: A PILOT STUDY FROM QUEBRADA DE HUMAHUACA (ARGENTINA) USING DIGITAL METHODS, ANÁLISIS 3D DE LA FABRICACIÓN DE CERÁMICA PREHISPÁNICA ANDINA: UN CASO PILOTO DE LA QUEBRADA DE HUMAHUACA (ARGENTINA) USANDO MÉTODOS DIGITALES]","Scaro A.",19899947,"Virtual Archaeology Review",13, 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"The Main Influencing Factors of Artificial Intelligence Big Data Sports News Coverage","Leng Z., Li S., Li J.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"[Syntactic parser for Brazilian Portuguese: challenges andsolutions, Parser sintatico para o portugues brasileiro: desafios e solucoes]","Pacheco W.E.A., Guaranha M.F.",19833652,"Texto Livre",15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"[Do Poisonings in Schools Affect the Targeting of Rospotrebnadzor Inspections?, Как отравления в школах влияют на таргетирование проверок Роспотребнадзора]","Bobovnikova E.Yu., Vorobev K.S., Zhikharev D.A., Kuchakov R.K., Porosenkov G.A.",18149545,"Voprosy Obrazovaniya / Educational Studies Moscow",2022, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Aesthetic education: The process of teaching mathematics with the open-source software","Aktayeva A., Zubareva E., Dautov A., Saginbayeva K., Niyazova R., Khan S., Shonasheva A.",23521457,"Transportation Research Procedia",63, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Bringing Bayes and Shannon to the Study of Behavioural and Neurobiological Timing and Associative Learning","Gallistel C.R., Latham P.E.",2213445X,"Timing and Time Perception",11, 1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Integrated Information System for the Management of Activities in the Organization","Udroiu A.-M., Sandu I., Dumitrache M.",12201766,"Studies in Informatics and Control",31, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2022,"Identifying SARS-CoV-2 regional introductions and transmission clusters in real time","McBroome J., Martin J., De Bernardi Schneider A., Turakhia Y., Corbett-Detig R.",20571577,"Virus Evolution",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5
2022,"Early experience with patient-specific low-cost 3D-printed polymethylmethacrylate cranioplasty implants in a lower-middle-income-country: Technical note and economic analysis","Ashraf M., Choudhary N., Kamboh U.A., Raza M.A., Sultan K.A., Ghulam N., Hussain S.S., Ashraf N.",21527806,"Surgical Neurology International",13, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2022,"A collection and categorization of open-source wind and wind power datasets","Effenberger N., Ludwig N.",10954244,"Wind Energy",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Open Source Web Application: An Application on Health Tourism in Greece","Tsoutsani E.A., Zoulias E., Gallos P., Mantas J.",09269630,"Studies in Health Technology and Informatics",295, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"The ERN-LUNG Population Registry: Aims, Software-Implementation and First Results","Schaaf J., Zieschank A., Goebel J., Wagner T.O.F., Pennekamp P., Omran H., Storf H.",09269630,"Studies in Health Technology and Informatics",295, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Real-Time Cyber Attack Detection Over HoneyPi Using Machine Learning","Alhan B., Gonen S., Karacayilmaz G., Bariskan M.A., Yilmaz E.N.",13303651,"Tehnicki Vjesnik",29, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Big Data Analytics Model for Distributed Document Using Hybrid Optimization with K-Means Clustering","Sharma K., Saini S., Sharma S., Kang H.S., Bouye M., Krah D.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"A Novel Vulnerable Code Clone Detector Based on Context Enhancement and Patch Validation","Guo J., Li H., Wang Z., Zhang L., Wang C.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
2022,"An antibody-escape estimator for mutations to the SARS-CoV-2 receptor-binding domain","Greaney A.J., Starr T.N., Bloom J.D.",20571577,"Virus Evolution",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,27,45
2022,"GiantMIDI-Piano: A Large- Scale MIDI Dataset for Classical Piano Music","Kong Q., Li B., Chen J., Wang Y.",25143298,"Transactions of the International Society for Music Information Retrieval",5, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7
2022,"Burner: Recipe Automatic Generation for HPC Container Based on Domain Knowledge Graph","Zhong S., Wang D., Li W., Lu F., Jin H.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Digitising biopiracy? The global governance of plant genetic resources in the age of digital sequencing information","Nehring R.",01436597,"Third World Quarterly",43, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"An open-source active power controller for grid required ancillary services","Zendehdel N., Bustan D.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",20, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Construction and analysis of an integrated biological network of Escherichia coli","Mao Z., Huang T., Yuan Q., Ma H.",26627655,"Systems Microbiology and Biomanufacturing",2, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2022,"Detection and Blockchain-Based Collaborative Mitigation of Internet of Things Botnets","Sajjad S.M., Mufti M.R., Yousaf M., Aslam W., Alshahrani R., Nemri N., Afzal H., Khan M.A., Chen C.-M.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,8
2022,"Evaluation of Remote Data Compression Methods","Druta R., Druta C.-F., Silea I.",12201766,"Studies in Informatics and Control",31, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"EveryBOTy Counts: Examining Human–Machine Teams in Open Source Software Development","Newton O.B., Saadat S., Song J., Fiore S.M., Sukthankar G.",17568757,"Topics in Cognitive Science",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2022,"[Medical Big Data Analysis Using Machine Learning Algorithms in the Field of Clinical Pharmacy, 臨床薬学領域における医療ビッグデータ解析と機械学習の利用]","Kiryu Y.",00316903,"Yakugaku Zasshi",142, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Crowd-sourced web survey for household travel diaries","Vardhan H., Rai I., Kathait N., Agarwal A.",23521457,"Transportation Research Procedia",62, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2022,"Interpreting Deep Neural Networks for Medical Imaging Using Concept Graphs","Kori A., Natekar P., Srinivasan B., Krishnamurthi G.",1860949X,"Studies in Computational Intelligence",1013, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Monitoring and resource management taxonomy in interconnected cloud infrastructures: a survey","Nzanzu V.P., Adetiba E., Badejo J.A., Molo M.J., Takenga C., Noma-Osaghae E., Oguntosin V., Suraju S.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",20, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"A flexible and easy-to-use open-source tool for designing functionally graded 3D porous structures","Perez-Boerema F., Barzegari M., Geris L.",17452759,"Virtual and Physical Prototyping",17, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7
2022,"A Blockchain Cloud Computing Middleware for Academic Manuscript Submission","Gazis A., Anagnostakis G., Kourmpetis S., Katsiri E.",11099526,"WSEAS Transactions on Business and Economics",19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Acne detection and severity evaluation with interpretable convolutional neural network models","Wen H., Yu W., Wu Y., Zhao J., Liu X., Kuang Z., Fan R.",09287329,"Technology and Health Care",30, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Forming a decentralized research network: DS4H","Karaarslan E., Birim M., Ari H.E.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",30, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Integration of complete elemental mass-balanced stoichiometry and aqueous-phase chemistry for bioprocess modelling of liquid and solid waste treatment systems – Part 5: Ionic speciation","Brouckaert C.J., Brouckaert B.M., Ekama G.A.",03784738,"Water SA",48, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2022,"Current Status and Security Trend of OSINT","Hwang Y.-W., Lee I.-Y., Kim H., Lee H., Kim D.",15308669,"Wireless Communications and Mobile Computing",2022, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11
2022,"Urbanism and Geographic Crises: A Micro-Simulation Lens on Beirut","Termos A., Yorke-Smith N.",21837635,"Urban Planning",7, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Comparative Analysis of Noise Reduction Methods in Car Braking Process on Classification Hump Yards","Kalinichenko E.A., Pirumova I.V., Akhtyamov R.G., Bondarenko V.V.",23521457,"Transportation Research Procedia",61, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"[DIGITIZATION AND VIRTUAL REALITY PROJECTS IN ARCHAEOLOGICAL HERITAGE. THE CASE OF THE ARCHAEOLOGICAL SITE OF MOTILLA DEL AZUER IN DAIMIEL (CIUDAD REAL), PROYECTOS DE DIGITALIZACIÓN Y REALIDAD VIRTUAL EN EL PATRIMONIO ARQUEOLÓGICO. EL CASO DEL YACIMIENTO DE LA MOTILLA DEL AZUER EN DAIMIEL (CIUDAD REAL)]","Mas M.T., Bendicho V.M.L.-M., Tercero J.L., Valdelomar J.T., Maschner H.",19899947,"Virtual Archaeology Review",13, 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"PsiNorm: A Fast, Efficient and Free Open-Source Software for Interpreting, Reporting and Archiving Neuropsychological Test Results","Ayhan Y., Akbulut B.B., Sisman A.H., Velibasoglu B.",13002163,"Turk Psikiyatri Dergisi",33, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2022,"Impulse wave generation: A comparison of landslides of block and granular masses by coupled Lagrangian tracking using VOF over a set mesh","Mokhtarzadeh G., Basirat S., Bazargan J., Delavari E.",16069749,"Water Supply",22, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Analysis of Structural Bias in Differential Evolution Configurations","Vermetten D., van Stein B., Kononova A.V., Caraffini F.",1860949X,"Studies in Computational Intelligence",1009, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6
2022,"A Multilingual Browser Platform for Medical Subject Headings","Scheible R., Strecker P., Yazijy S., Thomczyk F., Talpa R., Puhl A., Boeker M.",09269630,"Studies in Health Technology and Informatics",289, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Implementation of a Monitoring System for Pregnancy by Tele-Ultrasound in an African Context (Burkina Faso)","Barro S.G., Zampaligre I., Staccini P.",09269630,"Studies in Health Technology and Informatics",289, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Implementation of a LoRaWAN Based Smart Agriculture Decision Support System for Optimum Crop Yield","Arshad J., Aziz M., Al-Huqail A.A., Zaman M.H.U., Husnain M., Rehman A.U., Shafiq M.",20711050,"Sustainability (Switzerland)",14, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,30
2022,"Discrete adjoint methodology for general multiphysics problems: A modular and efficient algorithmic outline with implementation in an open-source simulation software","Burghardt O., Gomes P., Kattmann T., Economon T.D., Gauger N.R., Palacios R.",1615147X,"Structural and Multidisciplinary Optimization",65, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5
2022,"Economic Evaluation of Posidonia oceanica Ecosystem Services along the Italian Coast","Scanu S., Piazzolla D., Bonamano S., Penna M., Piermattei V., Madonia A., Frattarelli F.M., Mellini S., Dolce T., Valentini R., Coppini G., Fersini G., Marcelli M.",20711050,"Sustainability (Switzerland)",14, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Integration of Different Mobility Behaviors and Intermodal Trips in MATSim","Muller J., Straub M., Richter G., Rudloff C.",20711050,"Sustainability (Switzerland)",14, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6
2022,"A study of specific open innovation issues from perspectives of open source and resources—the series cases of tesla","Wang J., Duan Y., Liu G.",20711050,"Sustainability (Switzerland)",14, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
2022,"Article various approaches to the quantitative evaluation of biological and medical data using mathematical models","Zdimalova M., Chatterjee A., Kosnacova H., Ghosh M., Obaidullah S.M., Kopani M., Kosnac D.",20738994,"Symmetry",14, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2022,"Object-Process Methodology for Intelligent System Development","Dorofeev V.P.",1860949X,"Studies in Computational Intelligence",1008, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Effect of preventive chemotherapy with praziquantel on schistosomiasis among school-aged children in sub-Saharan Africa: a spatiotemporal modelling study","Kokaliaris C., Garba A., Matuska M., Bronzan R.N., Colley D.G., Dorkenoo A.M., Ekpo U.F., Fleming F.M., French M.D., Kabore A., Mbonigaba J.B., Midzi N., Mwinzi P.N.M., N'Goran E.K., Polo M.R., Sacko M., Tchuem Tchuente L.-A., Tukahebwa E.M., Uvon P.A., Yang G., Wiesner L., Zhang Y., Utzinger J., Vounatsou P.",14733099,"The Lancet Infectious Diseases",22, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,36
2022,"Open-source automated insulin delivery: international consensus statement and practical guidance for health-care professionals","Braune K., Lal R.A., Petruzelkova L., Scheiner G., Winterdijk P., Schmidt S., Raimond L., Hood K.K., Riddell M.C., Skinner T.C., Raile K., Hussain S.",22138587,"The Lancet Diabetes and Endocrinology",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,35,57
2022,"Implementation and Experimental Validation of the IEC 63047 Standard for Data Transfer in Radiological and Nuclear Robotic Applications","Schneider F.E., Wildermuth D., Rosas F.G., Paepen J.",21984182,"Studies in Systems, Decision and Control",379, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
