2018,"MaxPair: Enhance OpenCL concurrent kernel execution by weighted maximum matching","Wen Y., O'Boyle M.F.P., Fensch C.",,"11th Workshop on General Purpose Processing using GPUs, GPGPU 2018 - Proceedings",2018-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,11,1,12
2018,"Obstetric anesthesiology","Mhyre J.M.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"SafeScrum® – Agile Development of Safety-Critical Software","Hanssen G.K., Stalhane T., Myklebust T.",,"– Agile Development of Safety-Critical Software",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,8,9,33,1,34
2018,"Blood management","Marques M.B.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Patient safety","Prielipp R.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Hemostasis","Sniecinski R.M.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"100 selected case reports from: Anesthesia &amp; analgesia","Luedi M.M., Phillips M.C.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Critical care and resuscitation","Tung A.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Neuroscience and neuroanesthesiology","Crosby G.J.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Cardiovascular anesthesiology","Beattie W.S.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"General case reports","Luedi M.M., Phillips M.C.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Anesthetic clinical pharmacology","Johnson K.B.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Pediatric anesthesiology","DiNardo J.A.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Introduction","Luedi M.M., Phillips M.C.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Trauma","Dutton R.P.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Ambulatory anesthesia and perioperative medicine","Gan T.J.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Geriatric anesthesia","Whittington R.A.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Perioperative echocardiography and cardiovascular education","Skubas N.J.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Chronic pain medicine","Benzon H.T.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Regional anesthesia and acute pain medicine","Brull R.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Technology, computing, and simulation","Cannesson M.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Respiration and sleep medicine","Hillman D.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Human exposure assessment of element pollution for environmental health implications: Teeth as a biomonitoring tool","Sukumar A.",,"10th International Conference on Environmental Pollution and Public Health, EPPH 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2018,"Climate change, air quality and urban health: Evidence from urban air quality surveillance system in 161 cities of China 2014","Liu L., Yang X., Wang M., Long Y., Shen H., Nie Y., Chen L., Guo H., Jia F., Nelson J., Song G., Frank A., Welles S., Haas C.N.",,"10th International Conference on Environmental Pollution and Public Health, EPPH 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2018,"130 years of medicine in Hong Kong: From the college of medicine for Chinese to the Li Ka Shing faculty of medicine","Ching F.",,"130 Years of Medicine in Hong Kong: From the College of Medicine for Chinese to the Li Ka Shing Faculty of Medicine",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2018,"Continuous noninvasive hemodynamic monitoring in an infant with tetra-amelia","Vadi M.G., Ghazal E.A., Malkin M.R., Ayodeji A., Applegate R.L.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"Ventilation and oxygenation after emergency cricothyrotomy: Recommendations for the management of suboptimal invasive airway access","Warner M.A., Smith H.M., Zielinski M.D.",,"100 Selected Case Reports from Anesthesia and Analgesia",, ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,5,0,5
2017,"User authorization in a system with a role-based access control on the basis of the analytic hierarchy process","Belim S.V., Belim S.Y., Bogachenko N.F., Kabanov A.N.",,"11th International IEEE Scientific and Technical Conference &amp;amp;amp;quot;Dynamics of Systems, Mechanisms and Machines&amp;amp;amp;quot;, Dynamics 2017 - Proceedings",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2017,"The algorithm of the impulse noise filtration in images based on an algorithm of community detection in graphs","Belim S.V., Larionov S.B.",,"11th International IEEE Scientific and Technical Conference &amp;amp;amp;quot;Dynamics of Systems, Mechanisms and Machines&amp;amp;amp;quot;, Dynamics 2017 - Proceedings",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Location-based Mobile Learning Applications: A conceptual framework for co-design","Lliteras A.B., Challiol C., Gordillo S.E.",,"12th Latin American Conference on Learning Objects and Technologies, LACLO 2017",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,7,0,7
2017,"Integrating academic analytics for supporting accreditation and international cooperation: TEC and UABCS experience","Chacon-Rivas M., Francesa-Alfaro A., Carreno-Leon M., Sandoval-Bringas A.",,"12th Latin American Conference on Learning Objects and Technologies, LACLO 2017",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2017,"Implementation of software quality control in E-Learning development Projects: TEC Digital","Gomez-Roman K., Navas E.",,"12th Latin American Conference on Learning Objects and Technologies, LACLO 2017",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2017,"Teacher training model-towards a collaborative Rubric Bank","Espinoza-Guzman J., Gamboa-Camacho P., Chacon-Rivas M.",,"12th Latin American Conference on Learning Objects and Technologies, LACLO 2017",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Learning styles comparison based on a classification methodology","Sols-Cespedes J., Espinoza-Guzman J.",,"12th Latin American Conference on Learning Objects and Technologies, LACLO 2017",2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2017,"An evaluation of total variation signal denoising methods for partial discharge signals","Mitiche I., Morison G., Nesbitt A., Narborough M.H., Boreham P., Stewart B.G.",,"13th International Electrical Insulation Conference, INSUCON 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,6,0,6
2017,"Generation of methanol and ethanol from inhibited mineral oil","Matharage S.Y., Liu Q., Wang Z.D., Wilson G., Dyer P., Mavrommatis P.",,"13th International Electrical Insulation Conference, INSUCON 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,5
2017,"Adaptive basis functions for prototype-based classification of functional data","Bani G., Seiffert U., Biehl M., Melchert F.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2017,"Fusion of deep learning architectures, multilayer feedforward networks and learning vector quantizers for deep classification learning","Villmann T., Biehl M., Villmann A., Saralajew S.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,11,0,11
2017,"Improving individual predictions using social networks assortativity","Mulders D., De Bodt C., Bjelland J., Pentland A.S., Verleysen M., De Montjoye Y.-A.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,4
2017,"Empirical evaluation of gradient methods for matrix learning vector quantization","LeKander M., Biehl M., De Vries H.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,7,0,7
2017,"Stochastic self-organizing map variants with the R package SOMbrero","Villa-Vialaneix N.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5
2017,"Prototypes and matrix relevance learning in complex fourier space","Straat M., Kaden M., Gay M., Villmann T., Lampe A., Seiffert U., Biehl M., Melchert F.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2017,"Fault tolerance of self organizing maps","Torres-Huitzil C., Popovych O., Girau B.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,3
2017,"Rademacher complexity of margin multi-category classifiers","Guermeur Y.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2017,"Data dependent evaluation of dissimilarities in nearest prototype vector quantizers regarding their discriminating abilities","Kaden M., Nebel D., Melchert F., Backhaus A., Seiffert U., Villmann T.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Motivated self-organization","Rougier N.P., Boniface Y.",,"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Side-channel attack resilience through route randomisation in secure real-time Networks-on-Chip","Indrusiak L.S., Harbin J., Sepulveda M.J.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,1,14,3,17
2017,"Characterization and optimization of behavioral hardware accelerators in heterogeneous MPSoCs","Liu Y., Villaverde M., Moreno F., Schafer B.C.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2017,"System-level design for communication-centric task farm applications","Genius D., Apvrille L.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,3
2017,"SecBoot - Lightweight secure boot mechanism for Linux-based embedded systems on FPGAs","Rouget P., Badrignans B., Benoit P., Torres L.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,"ElasticSimMATE: A fast and accurate gem5 trace-driven simulator for multicore systems","Nocua A., Bruguier F., Sassatelli G., Gamatie A.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,8,2,10
2017,"Analysis of a heterogeneous multi-core, multi-hw-accelerator-based system designed using PREESM and SDSoC","Suriano L., Rodriguez A., Desnos K., Pelcat M., De La Torre E.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,11,0,11
2017,"Exploring the performance of partially reconfigurable point-to-point interconnects","Abdali E.M., Pelcat M., Berry F., Diguet J.-P., Palumbo F.",,"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2017,"Toward fully autonomous vehicle navigation: From behavioral to hybrid multi-controller architectures","Adouane L.",,"11th International Workshop on Robot Motion and Control, RoMoCo 2017 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,0,5
2017,"Two-scale geometric path planning of quadrotor with obstacle avoidance: First step toward coverage algorithm","Bouzid Y., Bestaoui Y., Siguerdidjane H.",,"11th International Workshop on Robot Motion and Control, RoMoCo 2017 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,4
2017,"Efficient ACC with Stop&amp;Go maneuvers for hybrid vehicle with online sub-optimal energy management","Abdrakhmanov R., Adouane L.",,"11th International Workshop on Robot Motion and Control, RoMoCo 2017 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,8,0,8
2017,"3D-printed millimeter wave lens antenna","Arya R.K., Zhang S., Vardaxoglou Y., Whittow W., Mittra R.",,"10th Global Symposium on Millimeter-Waves, GSMM 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2017,"Compact, omni-directional, circularly-polarized mm-Wave antenna for device-to-device (D2D) communications in future 5G cellular systems","Lin W., Ziolkowski R.W.",,"10th Global Symposium on Millimeter-Waves, GSMM 2017",, ,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,4,17,1,18
2017,"Feasibility study of a multispectral camera with automatic processing onboard a 27U satellite using model based space system engineering","Mattei A.P., Loures L., De Saqui-Sannes P., Escudier B.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2017,"A language proposition for system requirements","Lebeaupin B., Rauzy A., Roussel J.-M.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3
2017,"Can ontologies prevent MBSE models from becoming obsolete?","Shani U.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,5
2017,"ATRIUM - Architecting under uncertainty: For ISO 26262 compliance","Mohan N., Roos P., Svahn J., Torngren M., Behere S.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0,4
2017,"Ontology mediation to rule them all: Managing the plurality in product service systems","Shani U., Franke M., Hribernik K.A., Thoben K.-D.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,2,10,1,11
2017,"A standard based adaptive path to teach systems engineering: 15288 and 29110 standards use cases","Bougaa M., Bornhofen S., O'Connor R.V., Riviere A.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
2017,"Reuse of SysML model to support innovation in mechatronic systems design","Shinozaki M., Mhenni F., Choley J.-Y., Ming A.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
2017,"Energy demand prediction through novel random neural network predictor for large non-domestic buildings","Ahmad J., Larijani H., Emmanuel R., Mannion M., Javed A., Phillipson M.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,3,27,1,28
2017,"Experiences gained from modeling and solving large mapping problems during system design","Hilbrich R., Behrisch M.",,"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,3
2017,"Rotor tip stall from a designer's perspective","Schneider A., Silingardi A., Astrua P., Puppo E., Depalo S.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3
2017,"Influence of operational geometry changes on turbine acoustics","Bauinger S., Zerobin S., Marn A., Gottlich E., Heitmeir F.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Loss generation in radial outflow steam turbine cascades","Gronman A., Uusitalo A., Backman J.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,1,6
2017,"Establishment of an open 3D steam turbine flutter test case","Qi D., Petrie-Repar P., Gezork T., Sun T.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,7,1,8
2017,"Influence of measurement grid resolution on duct loss evaluation","Zerobin S., Steiner M., Bauinger S., Marn A., Gottlich E., Heitmeir F.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Linear stability analysis of rotating stall in a wide vaneless diffuser","Heng Y.G., Dazin A., Ouarzazi M.N.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2017,"Development and implementation of a technique for fast five-hole probe measurements downstream of a linear cascade","Gomes R.A., Kurz J., Niehuis R.",,"12th European Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
